DDI-DrugBank.d456.s0|DDI-DrugBank.d456.s0.e0|DDI-DrugBank.d456.s0.e1|effect
DDI-DrugBank.d266.s1|DDI-DrugBank.d266.s1.e1|DDI-DrugBank.d266.s1.e2|effect
DDI-DrugBank.d267.s0|DDI-DrugBank.d267.s0.e0|DDI-DrugBank.d267.s0.e1|effect
DDI-DrugBank.d267.s1|DDI-DrugBank.d267.s1.e0|DDI-DrugBank.d267.s1.e1|effect
DDI-DrugBank.d267.s1|DDI-DrugBank.d267.s1.e0|DDI-DrugBank.d267.s1.e2|effect
DDI-DrugBank.d267.s1|DDI-DrugBank.d267.s1.e1|DDI-DrugBank.d267.s1.e2|effect
DDI-DrugBank.d267.s2|DDI-DrugBank.d267.s2.e0|DDI-DrugBank.d267.s2.e1|effect
DDI-DrugBank.d267.s3|DDI-DrugBank.d267.s3.e0|DDI-DrugBank.d267.s3.e1|effect
DDI-DrugBank.d267.s3|DDI-DrugBank.d267.s3.e0|DDI-DrugBank.d267.s3.e2|effect
DDI-DrugBank.d267.s3|DDI-DrugBank.d267.s3.e0|DDI-DrugBank.d267.s3.e3|effect
DDI-DrugBank.d267.s3|DDI-DrugBank.d267.s3.e1|DDI-DrugBank.d267.s3.e2|effect
DDI-DrugBank.d267.s3|DDI-DrugBank.d267.s3.e1|DDI-DrugBank.d267.s3.e3|effect
DDI-DrugBank.d267.s3|DDI-DrugBank.d267.s3.e2|DDI-DrugBank.d267.s3.e3|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e1|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e2|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e3|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e4|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e5|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e6|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e7|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e8|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e9|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e10|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e11|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e12|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e13|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e0|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e1|DDI-DrugBank.d267.s5.e2|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e1|DDI-DrugBank.d267.s5.e3|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e1|DDI-DrugBank.d267.s5.e4|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e1|DDI-DrugBank.d267.s5.e5|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e1|DDI-DrugBank.d267.s5.e6|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e1|DDI-DrugBank.d267.s5.e7|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e1|DDI-DrugBank.d267.s5.e8|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e1|DDI-DrugBank.d267.s5.e9|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e1|DDI-DrugBank.d267.s5.e10|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e1|DDI-DrugBank.d267.s5.e11|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e1|DDI-DrugBank.d267.s5.e12|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e1|DDI-DrugBank.d267.s5.e13|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e1|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e2|DDI-DrugBank.d267.s5.e3|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e2|DDI-DrugBank.d267.s5.e4|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e2|DDI-DrugBank.d267.s5.e5|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e2|DDI-DrugBank.d267.s5.e6|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e2|DDI-DrugBank.d267.s5.e7|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e2|DDI-DrugBank.d267.s5.e8|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e2|DDI-DrugBank.d267.s5.e9|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e2|DDI-DrugBank.d267.s5.e10|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e2|DDI-DrugBank.d267.s5.e11|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e2|DDI-DrugBank.d267.s5.e12|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e2|DDI-DrugBank.d267.s5.e13|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e2|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e3|DDI-DrugBank.d267.s5.e4|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e3|DDI-DrugBank.d267.s5.e5|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e3|DDI-DrugBank.d267.s5.e6|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e3|DDI-DrugBank.d267.s5.e7|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e3|DDI-DrugBank.d267.s5.e8|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e3|DDI-DrugBank.d267.s5.e9|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e3|DDI-DrugBank.d267.s5.e10|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e3|DDI-DrugBank.d267.s5.e11|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e3|DDI-DrugBank.d267.s5.e12|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e3|DDI-DrugBank.d267.s5.e13|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e3|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e4|DDI-DrugBank.d267.s5.e5|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e4|DDI-DrugBank.d267.s5.e6|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e4|DDI-DrugBank.d267.s5.e7|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e4|DDI-DrugBank.d267.s5.e8|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e4|DDI-DrugBank.d267.s5.e9|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e4|DDI-DrugBank.d267.s5.e10|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e4|DDI-DrugBank.d267.s5.e11|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e4|DDI-DrugBank.d267.s5.e12|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e4|DDI-DrugBank.d267.s5.e13|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e4|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e5|DDI-DrugBank.d267.s5.e6|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e5|DDI-DrugBank.d267.s5.e7|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e5|DDI-DrugBank.d267.s5.e8|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e5|DDI-DrugBank.d267.s5.e9|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e5|DDI-DrugBank.d267.s5.e10|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e5|DDI-DrugBank.d267.s5.e11|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e5|DDI-DrugBank.d267.s5.e12|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e5|DDI-DrugBank.d267.s5.e13|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e5|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e6|DDI-DrugBank.d267.s5.e7|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e6|DDI-DrugBank.d267.s5.e8|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e6|DDI-DrugBank.d267.s5.e9|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e6|DDI-DrugBank.d267.s5.e10|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e6|DDI-DrugBank.d267.s5.e11|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e6|DDI-DrugBank.d267.s5.e12|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e6|DDI-DrugBank.d267.s5.e13|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e6|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e7|DDI-DrugBank.d267.s5.e8|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e7|DDI-DrugBank.d267.s5.e9|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e7|DDI-DrugBank.d267.s5.e10|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e7|DDI-DrugBank.d267.s5.e11|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e7|DDI-DrugBank.d267.s5.e12|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e7|DDI-DrugBank.d267.s5.e13|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e7|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e8|DDI-DrugBank.d267.s5.e9|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e8|DDI-DrugBank.d267.s5.e10|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e8|DDI-DrugBank.d267.s5.e11|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e8|DDI-DrugBank.d267.s5.e12|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e8|DDI-DrugBank.d267.s5.e13|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e8|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e9|DDI-DrugBank.d267.s5.e10|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e9|DDI-DrugBank.d267.s5.e11|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e9|DDI-DrugBank.d267.s5.e12|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e9|DDI-DrugBank.d267.s5.e13|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e9|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e10|DDI-DrugBank.d267.s5.e11|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e10|DDI-DrugBank.d267.s5.e12|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e10|DDI-DrugBank.d267.s5.e13|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e10|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e11|DDI-DrugBank.d267.s5.e12|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e11|DDI-DrugBank.d267.s5.e13|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e11|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e12|DDI-DrugBank.d267.s5.e13|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e12|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s5|DDI-DrugBank.d267.s5.e13|DDI-DrugBank.d267.s5.e14|effect
DDI-DrugBank.d267.s6|DDI-DrugBank.d267.s6.e0|DDI-DrugBank.d267.s6.e1|effect
DDI-DrugBank.d267.s6|DDI-DrugBank.d267.s6.e0|DDI-DrugBank.d267.s6.e2|effect
DDI-DrugBank.d267.s6|DDI-DrugBank.d267.s6.e0|DDI-DrugBank.d267.s6.e3|effect
DDI-DrugBank.d267.s6|DDI-DrugBank.d267.s6.e1|DDI-DrugBank.d267.s6.e2|effect
DDI-DrugBank.d267.s6|DDI-DrugBank.d267.s6.e1|DDI-DrugBank.d267.s6.e3|effect
DDI-DrugBank.d267.s6|DDI-DrugBank.d267.s6.e2|DDI-DrugBank.d267.s6.e3|effect
DDI-DrugBank.d688.s0|DDI-DrugBank.d688.s0.e0|DDI-DrugBank.d688.s0.e1|effect
DDI-DrugBank.d688.s0|DDI-DrugBank.d688.s0.e0|DDI-DrugBank.d688.s0.e2|effect
DDI-DrugBank.d688.s0|DDI-DrugBank.d688.s0.e1|DDI-DrugBank.d688.s0.e2|effect
DDI-DrugBank.d688.s1|DDI-DrugBank.d688.s1.e0|DDI-DrugBank.d688.s1.e1|effect
DDI-DrugBank.d688.s1|DDI-DrugBank.d688.s1.e0|DDI-DrugBank.d688.s1.e2|effect
DDI-DrugBank.d688.s1|DDI-DrugBank.d688.s1.e1|DDI-DrugBank.d688.s1.e2|effect
DDI-DrugBank.d688.s2|DDI-DrugBank.d688.s2.e0|DDI-DrugBank.d688.s2.e1|effect
DDI-DrugBank.d688.s3|DDI-DrugBank.d688.s3.e0|DDI-DrugBank.d688.s3.e1|effect
DDI-DrugBank.d688.s3|DDI-DrugBank.d688.s3.e0|DDI-DrugBank.d688.s3.e2|effect
DDI-DrugBank.d688.s3|DDI-DrugBank.d688.s3.e0|DDI-DrugBank.d688.s3.e3|effect
DDI-DrugBank.d688.s3|DDI-DrugBank.d688.s3.e1|DDI-DrugBank.d688.s3.e2|effect
DDI-DrugBank.d688.s3|DDI-DrugBank.d688.s3.e1|DDI-DrugBank.d688.s3.e3|effect
DDI-DrugBank.d688.s3|DDI-DrugBank.d688.s3.e2|DDI-DrugBank.d688.s3.e3|effect
DDI-DrugBank.d325.s0|DDI-DrugBank.d325.s0.e0|DDI-DrugBank.d325.s0.e1|effect
DDI-DrugBank.d325.s1|DDI-DrugBank.d325.s1.e0|DDI-DrugBank.d325.s1.e1|effect
DDI-DrugBank.d325.s1|DDI-DrugBank.d325.s1.e0|DDI-DrugBank.d325.s1.e2|effect
DDI-DrugBank.d325.s1|DDI-DrugBank.d325.s1.e1|DDI-DrugBank.d325.s1.e2|effect
DDI-DrugBank.d325.s2|DDI-DrugBank.d325.s2.e0|DDI-DrugBank.d325.s2.e1|effect
DDI-DrugBank.d325.s4|DDI-DrugBank.d325.s4.e0|DDI-DrugBank.d325.s4.e1|effect
DDI-DrugBank.d325.s4|DDI-DrugBank.d325.s4.e0|DDI-DrugBank.d325.s4.e2|effect
DDI-DrugBank.d325.s4|DDI-DrugBank.d325.s4.e0|DDI-DrugBank.d325.s4.e3|effect
DDI-DrugBank.d325.s4|DDI-DrugBank.d325.s4.e1|DDI-DrugBank.d325.s4.e2|effect
DDI-DrugBank.d325.s4|DDI-DrugBank.d325.s4.e1|DDI-DrugBank.d325.s4.e3|effect
DDI-DrugBank.d325.s4|DDI-DrugBank.d325.s4.e2|DDI-DrugBank.d325.s4.e3|effect
DDI-DrugBank.d325.s5|DDI-DrugBank.d325.s5.e0|DDI-DrugBank.d325.s5.e1|effect
DDI-DrugBank.d325.s6|DDI-DrugBank.d325.s6.e0|DDI-DrugBank.d325.s6.e1|effect
DDI-DrugBank.d325.s6|DDI-DrugBank.d325.s6.e0|DDI-DrugBank.d325.s6.e2|effect
DDI-DrugBank.d325.s6|DDI-DrugBank.d325.s6.e1|DDI-DrugBank.d325.s6.e2|effect
DDI-DrugBank.d325.s7|DDI-DrugBank.d325.s7.e0|DDI-DrugBank.d325.s7.e1|effect
DDI-DrugBank.d325.s7|DDI-DrugBank.d325.s7.e0|DDI-DrugBank.d325.s7.e2|effect
DDI-DrugBank.d325.s7|DDI-DrugBank.d325.s7.e0|DDI-DrugBank.d325.s7.e3|effect
DDI-DrugBank.d325.s7|DDI-DrugBank.d325.s7.e1|DDI-DrugBank.d325.s7.e2|effect
DDI-DrugBank.d325.s7|DDI-DrugBank.d325.s7.e1|DDI-DrugBank.d325.s7.e3|effect
DDI-DrugBank.d325.s7|DDI-DrugBank.d325.s7.e2|DDI-DrugBank.d325.s7.e3|effect
DDI-DrugBank.d325.s8|DDI-DrugBank.d325.s8.e0|DDI-DrugBank.d325.s8.e1|effect
DDI-DrugBank.d325.s8|DDI-DrugBank.d325.s8.e0|DDI-DrugBank.d325.s8.e2|effect
DDI-DrugBank.d325.s8|DDI-DrugBank.d325.s8.e0|DDI-DrugBank.d325.s8.e3|effect
DDI-DrugBank.d325.s8|DDI-DrugBank.d325.s8.e1|DDI-DrugBank.d325.s8.e2|effect
DDI-DrugBank.d325.s8|DDI-DrugBank.d325.s8.e1|DDI-DrugBank.d325.s8.e3|effect
DDI-DrugBank.d325.s8|DDI-DrugBank.d325.s8.e2|DDI-DrugBank.d325.s8.e3|effect
DDI-DrugBank.d325.s10|DDI-DrugBank.d325.s10.e0|DDI-DrugBank.d325.s10.e1|effect
DDI-DrugBank.d325.s10|DDI-DrugBank.d325.s10.e0|DDI-DrugBank.d325.s10.e2|effect
DDI-DrugBank.d325.s10|DDI-DrugBank.d325.s10.e1|DDI-DrugBank.d325.s10.e2|effect
DDI-DrugBank.d325.s11|DDI-DrugBank.d325.s11.e0|DDI-DrugBank.d325.s11.e1|effect
DDI-DrugBank.d325.s12|DDI-DrugBank.d325.s12.e0|DDI-DrugBank.d325.s12.e1|effect
DDI-DrugBank.d325.s12|DDI-DrugBank.d325.s12.e0|DDI-DrugBank.d325.s12.e2|effect
DDI-DrugBank.d325.s12|DDI-DrugBank.d325.s12.e1|DDI-DrugBank.d325.s12.e2|effect
DDI-DrugBank.d325.s13|DDI-DrugBank.d325.s13.e0|DDI-DrugBank.d325.s13.e1|effect
DDI-DrugBank.d325.s14|DDI-DrugBank.d325.s14.e0|DDI-DrugBank.d325.s14.e1|effect
DDI-DrugBank.d325.s14|DDI-DrugBank.d325.s14.e0|DDI-DrugBank.d325.s14.e2|effect
DDI-DrugBank.d325.s14|DDI-DrugBank.d325.s14.e1|DDI-DrugBank.d325.s14.e2|effect
DDI-DrugBank.d202.s0|DDI-DrugBank.d202.s0.e0|DDI-DrugBank.d202.s0.e1|effect
DDI-DrugBank.d202.s1|DDI-DrugBank.d202.s1.e0|DDI-DrugBank.d202.s1.e1|effect
DDI-DrugBank.d202.s2|DDI-DrugBank.d202.s2.e0|DDI-DrugBank.d202.s2.e1|effect
DDI-DrugBank.d202.s3|DDI-DrugBank.d202.s3.e0|DDI-DrugBank.d202.s3.e1|effect
DDI-DrugBank.d202.s4|DDI-DrugBank.d202.s4.e0|DDI-DrugBank.d202.s4.e1|effect
DDI-DrugBank.d202.s6|DDI-DrugBank.d202.s6.e0|DDI-DrugBank.d202.s6.e1|effect
DDI-DrugBank.d202.s6|DDI-DrugBank.d202.s6.e0|DDI-DrugBank.d202.s6.e2|effect
DDI-DrugBank.d202.s6|DDI-DrugBank.d202.s6.e1|DDI-DrugBank.d202.s6.e2|effect
DDI-DrugBank.d202.s7|DDI-DrugBank.d202.s7.e0|DDI-DrugBank.d202.s7.e1|effect
DDI-DrugBank.d202.s8|DDI-DrugBank.d202.s8.e0|DDI-DrugBank.d202.s8.e1|effect
DDI-DrugBank.d202.s9|DDI-DrugBank.d202.s9.e0|DDI-DrugBank.d202.s9.e1|effect
DDI-DrugBank.d202.s9|DDI-DrugBank.d202.s9.e0|DDI-DrugBank.d202.s9.e2|effect
DDI-DrugBank.d202.s9|DDI-DrugBank.d202.s9.e1|DDI-DrugBank.d202.s9.e2|effect
DDI-DrugBank.d202.s12|DDI-DrugBank.d202.s12.e0|DDI-DrugBank.d202.s12.e1|effect
DDI-DrugBank.d202.s12|DDI-DrugBank.d202.s12.e0|DDI-DrugBank.d202.s12.e2|effect
DDI-DrugBank.d202.s12|DDI-DrugBank.d202.s12.e1|DDI-DrugBank.d202.s12.e2|effect
DDI-DrugBank.d202.s14|DDI-DrugBank.d202.s14.e0|DDI-DrugBank.d202.s14.e1|effect
DDI-DrugBank.d202.s14|DDI-DrugBank.d202.s14.e0|DDI-DrugBank.d202.s14.e2|effect
DDI-DrugBank.d202.s14|DDI-DrugBank.d202.s14.e1|DDI-DrugBank.d202.s14.e2|effect
DDI-DrugBank.d202.s15|DDI-DrugBank.d202.s15.e0|DDI-DrugBank.d202.s15.e1|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e0|DDI-DrugBank.d202.s16.e1|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e0|DDI-DrugBank.d202.s16.e2|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e0|DDI-DrugBank.d202.s16.e3|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e0|DDI-DrugBank.d202.s16.e4|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e0|DDI-DrugBank.d202.s16.e5|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e0|DDI-DrugBank.d202.s16.e6|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e0|DDI-DrugBank.d202.s16.e7|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e0|DDI-DrugBank.d202.s16.e8|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e1|DDI-DrugBank.d202.s16.e2|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e1|DDI-DrugBank.d202.s16.e3|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e1|DDI-DrugBank.d202.s16.e4|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e1|DDI-DrugBank.d202.s16.e5|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e1|DDI-DrugBank.d202.s16.e6|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e1|DDI-DrugBank.d202.s16.e7|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e1|DDI-DrugBank.d202.s16.e8|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e2|DDI-DrugBank.d202.s16.e3|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e2|DDI-DrugBank.d202.s16.e4|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e2|DDI-DrugBank.d202.s16.e5|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e2|DDI-DrugBank.d202.s16.e6|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e2|DDI-DrugBank.d202.s16.e7|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e2|DDI-DrugBank.d202.s16.e8|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e3|DDI-DrugBank.d202.s16.e4|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e3|DDI-DrugBank.d202.s16.e5|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e3|DDI-DrugBank.d202.s16.e6|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e3|DDI-DrugBank.d202.s16.e7|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e3|DDI-DrugBank.d202.s16.e8|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e4|DDI-DrugBank.d202.s16.e5|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e4|DDI-DrugBank.d202.s16.e6|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e4|DDI-DrugBank.d202.s16.e7|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e4|DDI-DrugBank.d202.s16.e8|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e5|DDI-DrugBank.d202.s16.e6|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e5|DDI-DrugBank.d202.s16.e7|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e5|DDI-DrugBank.d202.s16.e8|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e6|DDI-DrugBank.d202.s16.e7|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e6|DDI-DrugBank.d202.s16.e8|effect
DDI-DrugBank.d202.s16|DDI-DrugBank.d202.s16.e7|DDI-DrugBank.d202.s16.e8|effect
DDI-DrugBank.d775.s0|DDI-DrugBank.d775.s0.e0|DDI-DrugBank.d775.s0.e1|effect
DDI-DrugBank.d775.s0|DDI-DrugBank.d775.s0.e0|DDI-DrugBank.d775.s0.e2|effect
DDI-DrugBank.d775.s0|DDI-DrugBank.d775.s0.e1|DDI-DrugBank.d775.s0.e2|effect
DDI-DrugBank.d775.s1|DDI-DrugBank.d775.s1.e0|DDI-DrugBank.d775.s1.e1|effect
DDI-DrugBank.d775.s2|DDI-DrugBank.d775.s2.e0|DDI-DrugBank.d775.s2.e1|effect
DDI-DrugBank.d775.s3|DDI-DrugBank.d775.s3.e0|DDI-DrugBank.d775.s3.e1|effect
DDI-DrugBank.d775.s3|DDI-DrugBank.d775.s3.e0|DDI-DrugBank.d775.s3.e2|effect
DDI-DrugBank.d775.s3|DDI-DrugBank.d775.s3.e1|DDI-DrugBank.d775.s3.e2|effect
DDI-DrugBank.d775.s4|DDI-DrugBank.d775.s4.e0|DDI-DrugBank.d775.s4.e1|effect
DDI-DrugBank.d775.s5|DDI-DrugBank.d775.s5.e0|DDI-DrugBank.d775.s5.e1|effect
DDI-DrugBank.d775.s5|DDI-DrugBank.d775.s5.e0|DDI-DrugBank.d775.s5.e2|effect
DDI-DrugBank.d775.s5|DDI-DrugBank.d775.s5.e0|DDI-DrugBank.d775.s5.e3|effect
DDI-DrugBank.d775.s5|DDI-DrugBank.d775.s5.e1|DDI-DrugBank.d775.s5.e2|effect
DDI-DrugBank.d775.s5|DDI-DrugBank.d775.s5.e1|DDI-DrugBank.d775.s5.e3|effect
